Jabatan,Nama,KodeEmiten,NamaEmiten
MEMBER,LIOE FEI LING,BKSL,SENTUL CITY TBK
MEMBER,TJIN TJIAP LOENG,BKSL,SENTUL CITY TBK
HEAD,MUHAMMAD ANAS MALLA,BKSW,PT BANK QNB INDONESIA TBK
MEMBER,HERU SUBROTO,BKSW,PT BANK QNB INDONESIA TBK
MEMBER,IDEWAN DIAZ,BKSW,PT BANK QNB INDONESIA TBK
HEAD,ANTONIUS JOENOES SUPIT,BLTA,BERLIAN LAJU TANKER TBK
MEMBER,C Y WIDIATNO,BLTA,BERLIAN LAJU TANKER TBK
MEMBER,JOHANES AGUS PARMAN,BLTA,BERLIAN LAJU TANKER TBK
HEAD,YOYOK SRI NURCAHYO,BLTZ,PT GRAHA LAYAR PRIMA TBK
MEMBER,KIM JAE HOON,BLTZ,PT GRAHA LAYAR PRIMA TBK
MEMBER,RIO LASSATRIO,BLTZ,PT GRAHA LAYAR PRIMA TBK
HEAD,NOVIYANTI INDAH KARDIMAN,BLUE,PT BERKAH PRIMA PERKASA TBK
MEMBER,WINNIE NG,BLUE,PT BERKAH PRIMA PERKASA TBK
HEAD,ALAN JENVIPHAKUL,BMAS,PT BANK MASPION INDONESIA TBK
HEAD,ARIANTI ANAYA,BMHS,PT BUNDAMEDIK TBK
MEMBER,TIWI SETYAWATI,BMHS,PT BUNDAMEDIK TBK
MEMBER,MARSAULINA OLIVIA PANJAITAN,BMHS,PT BUNDAMEDIK TBK
HEAD,KUSWIYOTO,BMRI,PT BANK MANDIRI (PERSERO) TBK
MEMBER,ZAINUDIN AMALI,BMRI,PT BANK MANDIRI (PERSERO) TBK
MEMBER,MIA AMIATI,BMRI,PT BANK MANDIRI (PERSERO) TBK
MEMBER,ZULKIFLI ZAINI,BMRI,PT BANK MANDIRI (PERSERO) TBK
MEMBER,RASYID DARAJAT,BMRI,PT BANK MANDIRI (PERSERO) TBK
MEMBER,RUBI PERTAMA,BMRI,PT BANK MANDIRI (PERSERO) TBK
HEAD,TJENDRAWATI,BMSR,BINTANG MITRA SEMESTARAYA TBK
MEMBER,JOHNSON NAPITUPULU,BMSR,BINTANG MITRA SEMESTARAYA TBK
MEMBER,LILIANY WIDJAJA,BMSR,BINTANG MITRA SEMESTARAYA TBK
HEAD,MOHAMED IDWAN GANIE,BMTR,PT GLOBAL MEDIACOM TBK
MEMBER,AGUS MULYANTO,BMTR,PT GLOBAL MEDIACOM TBK
MEMBER,JOEL RICHARD HOGARTH,BMTR,PT GLOBAL MEDIACOM TBK
HEAD,DANIEL BUDI DHARMA,BNBA,BANK BUMI ARTA TBK
MEMBER,KENG JOE HOK,BNBA,BANK BUMI ARTA TBK
MEMBER,TARA ADELIA SENJAYA,BNBA,BANK BUMI ARTA TBK
HEAD,DODY BUDI WALUYO,BNGA,PT BANK CIMB NIAGA TBK
MEMBER,GLENN MS YUSUF,BNGA,PT BANK CIMB NIAGA TBK
MEMBER,ENDANG KUSSULANJARI S,BNGA,PT BANK CIMB NIAGA TBK
MEMBER,ANGELIQUE DEWI DARYANTO,BNGA,PT BANK CIMB NIAGA TBK
HEAD,HENDAR,BNII,PT BANK MAYBANK INDONESIA TBK
MEMBER,PUTUT EKO BAYUSENO,BNII,PT BANK MAYBANK INDONESIA TBK
MEMBER,YETTI SEPTIRAWATI,BNII,PT BANK MAYBANK INDONESIA TBK
MEMBER,DAWNY RACHELLA TAHAR,BNII,PT BANK MAYBANK INDONESIA TBK
MEMBER,DANIEL JAMES ROMPAS,BNII,PT BANK MAYBANK INDONESIA TBK
MEMBER,DRHAHMAD SATORI,BNII,PT BANK MAYBANK INDONESIA TBK
HEAD,GOEI SIAUW HONG,BNLI,BANK PERMATA TBK
MEMBER,YAP TJAY SOEN,BNLI,BANK PERMATA TBK
MEMBER,MIEKE S DJALIL,BNLI,BANK PERMATA TBK
MEMBER,TIMOTIUS,BNLI,BANK PERMATA TBK
HEAD,RIONALDO THEDYARDI,BOBA,PT FORMOSA INGREDIENT FACTORY TBK
MEMBER,ELLEN,BOBA,PT FORMOSA INGREDIENT FACTORY TBK
MEMBER,JAMES SIAHAAN,BOBA,PT FORMOSA INGREDIENT FACTORY TBK
HEAD,EKO NUGROHO TJAHJADI,BOGA,PT BINTANG OTO GLOBAL TBK
MEMBER,DEVANA SUGANDHY,BOGA,PT BINTANG OTO GLOBAL TBK
MEMBER,RINI ARDIYANTI,BOGA,PT BINTANG OTO GLOBAL TBK
HEAD,M IMAN USMAN,BOLA,PT BALI BINTANG SEJAHTERA TBK
MEMBER,AHMAD SOFYAN,BOLA,PT BALI BINTANG SEJAHTERA TBK
MEMBER,J HASAN ANWAR,BOLA,PT BALI BINTANG SEJAHTERA TBK
HEAD,JUNARDIS PRIWONO,BOLT,PT GARUDA METALINDO TBK
MEMBER,ALIDA BASIR ASTARSIS,BOLT,PT GARUDA METALINDO TBK
MEMBER,WIJANARKO,BOLT,PT GARUDA METALINDO TBK
HEAD,DESTI LILIATI,BPFI,PT WOORI FINANCE INDONESIA TBK
MEMBER,EDY SUROSO,BPFI,PT WOORI FINANCE INDONESIA TBK
MEMBER,INDAH MULYAWAN,BPFI,PT WOORI FINANCE INDONESIA TBK
HEAD,CECILIA BEATRIX PANGEMANAN,BPTR,PT BATAVIA PROSPERINDO TRANS TBK
MEMBER,RICHARD BASUKI,BPTR,PT BATAVIA PROSPERINDO TRANS TBK
MEMBER,MELISSA RUSLI,BPTR,PT BATAVIA PROSPERINDO TRANS TBK
HEAD,ANDREAS LESMANA,BRAM,INDO KORDSA TBK
MEMBER,FADJAR PROBOSENO,BRAM,INDO KORDSA TBK
MEMBER,RICHARD STEVEN DOMPAS,BRAM,INDO KORDSA TBK
HEAD,FELICITAS TALLULEMBANG,BRIS,PT BANK SYARIAH INDONESIA TBK
MEMBER,NIZAR AHMAD SAPUTRA,BRIS,PT BANK SYARIAH INDONESIA TBK
MEMBER,MUHAMMAD SYAFII ANTONIO,BRIS,PT BANK SYARIAH INDONESIA TBK
MEMBER,ADDIN JAUHARUDIN,BRIS,PT BANK SYARIAH INDONESIA TBK
MEMBER,SUHARTO,BRIS,PT BANK SYARIAH INDONESIA TBK
MEMBER,MAHFUD SHOLIHIN,BRIS,PT BANK SYARIAH INDONESIA TBK
HEAD,GORIES MERE,BRMS,BUMI RESOURCES MINERALS TBK
MEMBER,KANAKA PURADIREDJA,BRMS,BUMI RESOURCES MINERALS TBK
MEMBER,INDRA SAFITRI,BRMS,BUMI RESOURCES MINERALS TBK
MEMBER,SETIYONO MIHARJO,BRMS,BUMI RESOURCES MINERALS TBK
HEAD,CHARLES CHRISTIAN GANDHA,BRNA,BERLINA TBK
MEMBER,RIZZAH FEGA PRATIWI,BRNA,BERLINA TBK
MEMBER,JULIAN CHRISTOPHER LIMANTARA,BRNA,BERLINA TBK
HEAD,SALWATI AGUSTINA,BRPT,BARITO PACIFIC TBK
MEMBER,DIKDIK SUGIHARTO,BRPT,BARITO PACIFIC TBK
MEMBER,TRISNA WISANTA,BRPT,BARITO PACIFIC TBK
HEAD,SUSIYATI BAMBANG HIRAWAN,BSDE,PT BUMI SERPONG DAMAI TBK
MEMBER,RUDIANTARA,BSDE,PT BUMI SERPONG DAMAI TBK
MEMBER,RUSLI PRAKARSA,BSDE,PT BUMI SERPONG DAMAI TBK
HEAD,SAMMY KRISTAMULJANA,BSIM,BANK SINARMAS TBK
MEMBER,ROBERT A SIMANJUNTAK,BSIM,BANK SINARMAS TBK
MEMBER,REYNOLD M BATUBARA,BSIM,BANK SINARMAS TBK
HEAD,LOLOK SUDJATMIKO,BSML,PT BINTANG SAMUDERA MANDIRI LINES TBK
MEMBER,ADJI TRI ANGGORO,BSML,PT BINTANG SAMUDERA MANDIRI LINES TBK
MEMBER,SURY MUSU,BSML,PT BINTANG SAMUDERA MANDIRI LINES TBK
HEAD,PAUL TAMBUNAN,BSSR,BARAMULTI SUKSESSARANA TBK
MEMBER,DINI ROSDINI,BSSR,BARAMULTI SUKSESSARANA TBK
MEMBER,PRADEEP KUMAR KILPADY,BSSR,BARAMULTI SUKSESSARANA TBK
HEAD,LUNGGUK GULTOM,BSWD,BANK OF INDIA INDONESIA TBK
MEMBER,SITI YANTI ENRIANA GULTOM,BSWD,BANK OF INDIA INDONESIA TBK
MEMBER,MAYA INDRESWARI,BSWD,BANK OF INDIA INDONESIA TBK
HEAD,RAHMAT IRAWAN,BTEK,BUMI TEKNOKULTURA UNGGUL TBK
MEMBER,JOSUA HUTAPESA,BTEK,BUMI TEKNOKULTURA UNGGUL TBK
MEMBER,ASEP DANY HARTMAN,BTEK,BUMI TEKNOKULTURA UNGGUL TBK
HEAD,BAMBANG HARIADI,BTON,BETONJAYA MANUNGGAL TBK
MEMBER,SAIFUL FUAD,BTON,BETONJAYA MANUNGGAL TBK
MEMBER,M ALIF AMRULLOH,BTON,BETONJAYA MANUNGGAL TBK
HEAD,ONNY WIDJANARKO,BTPN,PT BANK SMBC INDONESIA TBK
MEMBER,KUSUMANINGTUTI SANDRIHARMY SOETIONO,BTPN,PT BANK SMBC INDONESIA TBK
MEMBER,ARIA KANAKA,BTPN,PT BANK SMBC INDONESIA TBK
MEMBER,MARITA ALISJAHBANA,BTPN,PT BANK SMBC INDONESIA TBK
MEMBER,JACOBUS SINDU ADISUWONO,BTPN,PT BANK SMBC INDONESIA TBK
HEAD,KEMAL AZIS STAMBOEL,BTPS,PT BANK BTPN SYARIAH TBK
MEMBER,DEWI PELITAWATI,BTPS,PT BANK BTPN SYARIAH TBK
MEMBER,TIKA ARUNDINA,BTPS,PT BANK BTPN SYARIAH TBK
MEMBER,RENA MUTIA INDIANI,BTPS,PT BANK BTPN SYARIAH TBK
HEAD,DANIEL KANDINATA,BUDI,PT BUDI STARCH & SWEETENER TBK
MEMBER,LIESYE LESTARI,BUDI,PT BUDI STARCH & SWEETENER TBK
MEMBER,YETTY SEMIAWATY,BUDI,PT BUDI STARCH & SWEETENER TBK
HEAD,ZANNUBA ARIFAH,BUKA,PT BUKALAPAK.COM TBK
MEMBER,SIDHARTA UTAMA,BUKA,PT BUKALAPAK.COM TBK
MEMBER,IWAN SETIAWAN,BUKA,PT BUKALAPAK.COM TBK
MEMBER,ARIBOWO,BUKA,PT BUKALAPAK.COM TBK
HEAD,SUMARSONO,BUKK,BUKAKA TEKNIK UTAMA TBK
MEMBER,AMIRUDIN,BUKK,BUKAKA TEKNIK UTAMA TBK
MEMBER,OKE ARIFIN,BUKK,BUKAKA TEKNIK UTAMA TBK
HEAD,M HARRY SANTOSO,BULL,PT BUANA LINTAS LAUTAN TBK
MEMBER,DIAN NATHA,BULL,PT BUANA LINTAS LAUTAN TBK
MEMBER,ERMA PUJI KURNIANTI,BULL,PT BUANA LINTAS LAUTAN TBK
HEAD,SULAIMAN ZUHDI PANE,BUMI,BUMI RESOURCES TBK
MEMBER,KANAKA PURADIREDJA,BUMI,BUMI RESOURCES TBK
MEMBER,INDRA SAFITRI,BUMI,BUMI RESOURCES TBK
MEMBER,MAWAR IR NAPITUPULU,BUMI,BUMI RESOURCES TBK
HEAD,SEONG HOON PARK,BUVA,PT BUKIT ULUWATU VILLA TBK
MEMBER,RADITIA CHRISTINE SENJAYA,BUVA,PT BUKIT ULUWATU VILLA TBK
MEMBER,NANCY NATALEO,BUVA,PT BUKIT ULUWATU VILLA TBK
HEAD,ZAENAL ABIDIN,BVIC,BANK VICTORIA INTERNATIONAL TBK
MEMBER,TAUFIQ AKBAR,BVIC,BANK VICTORIA INTERNATIONAL TBK
MEMBER,MEDI SEJATI,BVIC,BANK VICTORIA INTERNATIONAL TBK
HEAD,YOHANES WAHYU SARONTO,BWPT,EAGLE HIGH PLANTATIONS TBK
MEMBER,RINIEK WINARSIH,BWPT,EAGLE HIGH PLANTATIONS TBK
MEMBER,BASTIAN PURNAMA,BWPT,EAGLE HIGH PLANTATIONS TBK
HEAD,TIMUR PRADOPO,BYAN,BAYAN RESOURCES TBK
HEAD,ANTHONY SOEHARTONO,CAKK,PT CAHAYAPUTRA ASA KERAMIK TBK
MEMBER,ANDREAS WILLYANTO MESACH,CAKK,PT CAHAYAPUTRA ASA KERAMIK TBK
MEMBER,LIANAWATY,CAKK,PT CAHAYAPUTRA ASA KERAMIK TBK
HEAD,MAKMUR WIDJAJA,CAMP,PT CAMPINA ICE CREAM INDUSTRY TBK
MEMBER,BING HARTONO POERNOMOSIDI,CAMP,PT CAMPINA ICE CREAM INDUSTRY TBK
MEMBER,RUDY SORAYA,CAMP,PT CAMPINA ICE CREAM INDUSTRY TBK
HEAD,RICO NOVYANTO,CARE,PT METRO HEALTHCARE INDONESIA TBK
MEMBER,RETNO,CARE,PT METRO HEALTHCARE INDONESIA TBK
MEMBER,DOMINICA DWI PUTRI,CARE,PT METRO HEALTHCARE INDONESIA TBK
HEAD,HARKIE KOSADI,CASA,PT CAPITAL FINANCIAL INDONESIA TBK
MEMBER,AHMAD SUJANA,CASA,PT CAPITAL FINANCIAL INDONESIA TBK
MEMBER,SUSANTO HALIM,CASA,PT CAPITAL FINANCIAL INDONESIA TBK
HEAD,NINIEK RAHARDJA,CASH,PT CASHLEZ WORLDWIDE INDONESIA TBK
MEMBER,MIRANTI HADISUSILO,CASH,PT CASHLEZ WORLDWIDE INDONESIA TBK
MEMBER,EDDY LAW,CASH,PT CASHLEZ WORLDWIDE INDONESIA TBK
HEAD,ARMAND BACHTIAR ARIEF,CASS,CAHAYA AERO SERVICES TBK
MEMBER,HARYANTO SAHARI,CASS,CAHAYA AERO SERVICES TBK
MEMBER,REGINA JANSEN ARSJAH,CASS,CAHAYA AERO SERVICES TBK
HEAD,BAMBANG PRASTYO,CCSI,PT COMMUNICATION CABLE SYSTEMS INDONESIA TBK
MEMBER,SUDARNO KHOU,CCSI,PT COMMUNICATION CABLE SYSTEMS INDONESIA TBK
MEMBER,MIKE LINGGAWATI,CCSI,PT COMMUNICATION CABLE SYSTEMS INDONESIA TBK
HEAD,HENDARDJI SOEPANDJI,CEKA,PT WILMAR CAHAYA INDONESIA TBK
MEMBER,SUKRISNO AGOES,CEKA,PT WILMAR CAHAYA INDONESIA TBK
MEMBER,BENY SUHARSONO,CEKA,PT WILMAR CAHAYA INDONESIA TBK
HEAD,RIZAL SATAR,CENT,PT CENTRATAMA TELEKOMUNIKASI INDONESIA TBK
MEMBER,ARIEF BUDIMAN,CENT,PT CENTRATAMA TELEKOMUNIKASI INDONESIA TBK
MEMBER,RUSDY DARYONO,CENT,PT CENTRATAMA TELEKOMUNIKASI INDONESIA TBK
HEAD,LUKMAN ABDULLAH,CFIN,CLIPAN FINANCE INDONESIA TBK
MEMBER,RENDY AMANDA SAK,CFIN,CLIPAN FINANCE INDONESIA TBK
MEMBER,HELEN RAHARDJO,CFIN,CLIPAN FINANCE INDONESIA TBK
HEAD,V ROY SUNARJA,CINT,PT CHITOSE INTERNASIONAL TBK
MEMBER,YOHANES LINERO,CINT,PT CHITOSE INTERNASIONAL TBK
MEMBER,SATYADHARMA RUSLIM,CINT,PT CHITOSE INTERNASIONAL TBK
HEAD,PARWOTO KARTIKO SUNU,CITA,CITA MINERAL INVESTINDO TBK
MEMBER,TONI SETIOKO,CITA,CITA MINERAL INVESTINDO TBK
MEMBER,TSUN TIEN WEN LIE,CITA,CITA MINERAL INVESTINDO TBK
HEAD,BAMBANG SUMANTO,CITY,PT NATURA CITY DEVELOPMENTS TBK
MEMBER,ADI IMANSYAH,CITY,PT NATURA CITY DEVELOPMENTS TBK
MEMBER,RIESTA KRISTANTI,CITY,PT NATURA CITY DEVELOPMENTS TBK
HEAD,RD JAMES RACHMAT SUBEKTI,CLAY,PT CITRA PUTRA REALTY TBK
MEMBER,GALUMBANG CHRISTIANSON SITINJAK,CLAY,PT CITRA PUTRA REALTY TBK
MEMBER,SUTIA WIJAYA,CLAY,PT CITRA PUTRA REALTY TBK
HEAD,IDA BAGUS OKA NILA,CLEO,PT SARIGUNA PRIMATIRTA TBK
MEMBER,ERNY KRISNAWATI,CLEO,PT SARIGUNA PRIMATIRTA TBK
MEMBER,LUKI ANDRIANI,CLEO,PT SARIGUNA PRIMATIRTA TBK
HEAD,JOHANNES SUSILO,CLPI,COLORPAK INDONESIA TBK
MEMBER,ARDHINI BAROTORINI,CLPI,COLORPAK INDONESIA TBK
MEMBER,MIEKE TIOE,CLPI,COLORPAK INDONESIA TBK
HEAD,DIONISIUS WIDIJANTO,CMNP,CITRA MARGA NUSAPHALA PERSADA TBK
MEMBER,BENNY HAKIM SETIAWAN,CMNP,CITRA MARGA NUSAPHALA PERSADA TBK
MEMBER,TINNE RATULANGI,CMNP,CITRA MARGA NUSAPHALA PERSADA TBK
HEAD,MAHMUDDIN YASIN,CMNT,PT CEMINDO GEMILANG TBK
MEMBER,PRADEEP KUMAR KILPADY,CMNT,PT CEMINDO GEMILANG TBK
MEMBER,DJUAMAN,CMNT,PT CEMINDO GEMILANG TBK
HEAD,SABAM HUTAJULU,CMPP,PT AIRASIA INDONESIA TBK
MEMBER,ELOK TRESNANINGSIH,CMPP,PT AIRASIA INDONESIA TBK
MEMBER,MYRNIE ZACHRAINI,CMPP,PT AIRASIA INDONESIA TBK
HEAD,ALEXANDER RUSLI,CMRY,PT CISARUA MOUNTAIN DAIRY TBK
MEMBER,DANNY TJAHJANA,CMRY,PT CISARUA MOUNTAIN DAIRY TBK
MEMBER,HANSEN BUNARDI WIJOYO,CMRY,PT CISARUA MOUNTAIN DAIRY TBK
HEAD,CAHYO SURYO PUTRO,CNKO,EXPLOITASI ENERGI INDONESIA TBK
MEMBER,SUDIMIN MINA,CNKO,EXPLOITASI ENERGI INDONESIA TBK
MEMBER,LIMI MULYANTO,CNKO,EXPLOITASI ENERGI INDONESIA TBK
HEAD,HERU WINANTO,COCO,PT WAHANA INTERFOOD NUSANTARA TBK
MEMBER,SYAEFUL MUNIR,COCO,PT WAHANA INTERFOOD NUSANTARA TBK
MEMBER,ANNA KANIA WIDIATAMI,COCO,PT WAHANA INTERFOOD NUSANTARA TBK
HEAD,HENDRI MURTANY,CPIN,CHAROEN POKPHAND INDONESIA TBK
MEMBER,R WIDARKO HENDRAI,CPIN,CHAROEN POKPHAND INDONESIA TBK
MEMBER,SANTOSO BUDIMAN,CPIN,CHAROEN POKPHAND INDONESIA TBK
HEAD,SIA LENG HO,CPRO,CENTRAL PROTEINA PRIMA TBK
MEMBER,HENDRA NUR SALMAN,CPRO,CENTRAL PROTEINA PRIMA TBK
MEMBER,TAN KIAT HENG,CPRO,CENTRAL PROTEINA PRIMA TBK
HEAD,JUSTINUS ADITYA SIDHARTA,CSAP,CATUR SENTOSA ADIPRANA TBK
MEMBER,LAURENSIA,CSAP,CATUR SENTOSA ADIPRANA TBK
MEMBER,FITRIA,CSAP,CATUR SENTOSA ADIPRANA TBK
HEAD,APRAN KURNIAWAN,CSIS,PT CAHAYASAKTI INVESTINDO SUKSES TBK
MEMBER,JIMMY TIARDO SIRAIT,CSIS,PT CAHAYASAKTI INVESTINDO SUKSES TBK
MEMBER,PUTRI KURNIA ASRI,CSIS,PT CAHAYASAKTI INVESTINDO SUKSES TBK
HEAD,KOH BING HOCK,CSRA,PT CISADANE SAWIT RAYA TBK
MEMBER,NANCY NATALEO,CSRA,PT CISADANE SAWIT RAYA TBK
MEMBER,RADITIA CHRISTINE SENJAYA,CSRA,PT CISADANE SAWIT RAYA TBK
HEAD,SUDJONO SUHARDJO,CTBN,CITRA TUBINDO TBK
MEMBER,LUKI KARUNIA,CTBN,CITRA TUBINDO TBK
MEMBER,ROSLINI ONWARDI,CTBN,CITRA TUBINDO TBK
HEAD,TANAN HERWANDI ANTONIUS,CTRA,CIPUTRA DEVELOPMENT TBK
MEMBER,LANNY BAMBANG,CTRA,CIPUTRA DEVELOPMENT TBK
MEMBER,THOMAS JOHANNES ANGFENDY,CTRA,CIPUTRA DEVELOPMENT TBK
HEAD,HADI SISWANTO,DART,DUTA ANGGADA REALTY TBK
MEMBER,FRANKY TANRIL,DART,DUTA ANGGADA REALTY TBK
MEMBER,ANANDA SURJA,DART,DUTA ANGGADA REALTY TBK
HEAD,ALISSA QOTRUNNADA MUNAWAROH WAHID,DAYA,PT DUTA INTIDAYA TBK
MEMBER,FRISO PALILINGAN,DAYA,PT DUTA INTIDAYA TBK
MEMBER,RETNO DWI ANDANI,DAYA,PT DUTA INTIDAYA TBK
HEAD,DARWIN CYRIL NOERHADI,DCII,PT DCI INDONESIA TBK
MEMBER,LIAUW HENDRIK,DCII,PT DCI INDONESIA TBK
MEMBER,HARTIAN SURYA WIDHANTO,DCII,PT DCI INDONESIA TBK
HEAD,HERBUDIANTO,DEPO,PT CATURKARDA DEPO BANGUNAN TBK
MEMBER,TONI SETIOKO,DEPO,PT CATURKARDA DEPO BANGUNAN TBK
MEMBER,SARTONO BUDI SANTOSO,DEPO,PT CATURKARDA DEPO BANGUNAN TBK
HEAD,KANAKA PURADIREDJA,DEWA,DARMA HENWA TBK
MEMBER,MULYADI,DEWA,DARMA HENWA TBK
MEMBER,INDRA SAFITRI,DEWA,DARMA HENWA TBK
HEAD,JAENI SEMSIAKCA,DFAM,PT DAFAM PROPERTY INDONESIA TBK
MEMBER,SITI SUNDARI,DFAM,PT DAFAM PROPERTY INDONESIA TBK
MEMBER,TEGUH PARMONO HADI,DFAM,PT DAFAM PROPERTY INDONESIA TBK
HEAD,ADE RAHARDJA,DGIK,NUSA KONSTRUKSI ENJINIRING TBK
MEMBER,NATSIR JAFAR,DGIK,NUSA KONSTRUKSI ENJINIRING TBK
MEMBER,BIMA PRIYA SANTOSA,DGIK,NUSA KONSTRUKSI ENJINIRING TBK
HEAD,MARTINUS ELIATULO ZEGA,DGNS,PT DIAGNOS LABORATORIUM UTAMA TBK
MEMBER,ETI YULIANTI,DGNS,PT DIAGNOS LABORATORIUM UTAMA TBK
MEMBER,NOVARNI,DGNS,PT DIAGNOS LABORATORIUM UTAMA TBK
HEAD,ARIYO ALI SUPRAPTO,DIGI,PT ARKADIA DIGITAL MEDIA TBK
MEMBER,OKY DARMAWAN,DIGI,PT ARKADIA DIGITAL MEDIA TBK
MEMBER,NURRACHMAN HIDAYAT,DIGI,PT ARKADIA DIGITAL MEDIA TBK
HEAD,ALEXANDER RUSLI,DILD,INTILAND DEVELOPMENT TBK
MEMBER,FRANSISCUS ALIP,DILD,INTILAND DEVELOPMENT TBK
MEMBER,ATIK SUSANTO,DILD,INTILAND DEVELOPMENT TBK
HEAD,BAMBANG IRAWAN,DIVA,PT DISTRIBUSI VOUCHER NUSANTARA TBK
MEMBER,SAIFIRA INDRIKA NURHAFIFA,DIVA,PT DISTRIBUSI VOUCHER NUSANTARA TBK
MEMBER,RADEN RORO AYU WULANDARI,DIVA,PT DISTRIBUSI VOUCHER NUSANTARA TBK
HEAD,BASTIAN PURNAMA,DKFT,CENTRAL OMEGA RESOURCES TBK
MEMBER,ANI WIJAYA,DKFT,CENTRAL OMEGA RESOURCES TBK
MEMBER,ALBERTO SAUR PARSAORAN,DKFT,CENTRAL OMEGA RESOURCES TBK
HEAD,SAMUEL NITISAPUTRA,DLTA,DELTA DJAKARTA TBK
MEMBER,DANILO R ALCANTARA,DLTA,DELTA DJAKARTA TBK
MEMBER,CARMELITO J REGALADO,DLTA,DELTA DJAKARTA TBK
HEAD,SUSIYATI BAMBANG HIRAWAN,DMAS,PT PURADELTA LESTARI TBK
MEMBER,RUDIANTARA,DMAS,PT PURADELTA LESTARI TBK
MEMBER,RUSLI PRAKARSA,DMAS,PT PURADELTA LESTARI TBK
HEAD,ANANDA RAJA,DMMX,PT DIGITAL MEDIATAMA MAXIMA TBK
MEMBER,AULIA NANDA TRISYA,DMMX,PT DIGITAL MEDIATAMA MAXIMA TBK
MEMBER,RICARDO ANDREW PHEANTO,DMMX,PT DIGITAL MEDIATAMA MAXIMA TBK
HEAD,C TEDJO ENDRIYARTO,DMND,PT DIAMOND FOOD INDONESIA TBK
MEMBER,ISTAMA TATANG SIDDHARTA,DMND,PT DIAMOND FOOD INDONESIA TBK
MEMBER,LIM BENG LIN,DMND,PT DIAMOND FOOD INDONESIA TBK
HEAD,CHAIRUDIN,DNAR,PT BANK OKE INDONESIA TBK
MEMBER,SONDANG MARTHA SAMOSIR,DNAR,PT BANK OKE INDONESIA TBK
MEMBER,JOYO,DNAR,PT BANK OKE INDONESIA TBK
MEMBER,IWAN YUDA PRAMUDHI,DNAR,PT BANK OKE INDONESIA TBK
HEAD,TIMOTIUS,DNET,PT INDORITEL MAKMUR INTERNASIONAL TBK
MEMBER,DENNY SUSILO,DNET,PT INDORITEL MAKMUR INTERNASIONAL TBK
MEMBER,LUKMAN SUPARMAN,DNET,PT INDORITEL MAKMUR INTERNASIONAL TBK
HEAD,NURDIN ZAINAL,DOID,PT BUMA INTERNASIONAL GRUP TBK
MEMBER,TATAN ACHMAD TAUFIK,DOID,PT BUMA INTERNASIONAL GRUP TBK
MEMBER,WILLEM LUCAS TIMMERMANS,DOID,PT BUMA INTERNASIONAL GRUP TBK
HEAD,SOEKAMTO TJAHJONOADI,DRMA,PT DHARMA POLIMETAL TBK
MEMBER,M SACHOFI DIMYATI,DRMA,PT DHARMA POLIMETAL TBK
MEMBER,WAWANG,DRMA,PT DHARMA POLIMETAL TBK
HEAD,TINAWATY WIBOWO,DSFI,DHARMA SAMUDERA FISHING IND TBK
MEMBER,KELIK IRWANTONO,DSFI,DHARMA SAMUDERA FISHING IND TBK
MEMBER,FASTABIQUL KHAIR ALGATOT,DSFI,DHARMA SAMUDERA FISHING IND TBK
HEAD,DANNY WALLA,DSNG,PT DHARMA SATYA NUSANTARA TBK
MEMBER,KETUT SUNARTA,DSNG,PT DHARMA SATYA NUSANTARA TBK
MEMBER,HARTONO TJOKROSANTOSO,DSNG,PT DHARMA SATYA NUSANTARA TBK
HEAD,HENDRIKUS PASSAGI,DSSA,DIAN SWASTATIKA SENTOSA TBK
MEMBER,FX SUTIJASTOTO,DSSA,DIAN SWASTATIKA SENTOSA TBK
MEMBER,MICHELL SUHARLI,DSSA,DIAN SWASTATIKA SENTOSA TBK
HEAD,SUSIYATI BAMBANG HIRAWAN,DUTI,DUTA PERTIWI TBK
MEMBER,RUDIANTARA,DUTI,DUTA PERTIWI TBK
MEMBER,RUSLI PRAKARSA,DUTI,DUTA PERTIWI TBK
HEAD,MARLIA HAYATI GOESTAM,DVLA,DARYA-VARIA LABORATORIA TBK
MEMBER,ROMVICK T RICAFORT,DVLA,DARYA-VARIA LABORATORIA TBK
MEMBER,JERWIN S DE GUIA,DVLA,DARYA-VARIA LABORATORIA TBK
HEAD,WIDI KRASTAWAN,DYAN,PT DYANDRA MEDIA INTERNATIONAL TBK
MEMBER,ALBERTUS WILLY RUNTUNUWU,DYAN,PT DYANDRA MEDIA INTERNATIONAL TBK
MEMBER,YAN DHANANG MINARHADI,DYAN,PT DYANDRA MEDIA INTERNATIONAL TBK
HEAD,EDWIN JAYANDARU,EAST,PT EASTPARC HOTEL TBK
MEMBER,VERI ANTONI,EAST,PT EASTPARC HOTEL TBK
MEMBER,FAIZ ZAMZAMI,EAST,PT EASTPARC HOTEL TBK
HEAD,VIVI HENNY,ECII,PT ELECTRONIC CITY INDONESIA TBK
MEMBER,FRANKY AGUSTINO,ECII,PT ELECTRONIC CITY INDONESIA TBK
MEMBER,ISMAIL APIPUDDIN,ECII,PT ELECTRONIC CITY INDONESIA TBK
HEAD,RINALDI FIRMANSYAH,EDGE,PT INDOINTERNET TBK
MEMBER,ASEP HIKMAT,EDGE,PT INDOINTERNET TBK
MEMBER,AMALIA S LESTARI,EDGE,PT INDOINTERNET TBK
HEAD,EMIL BACHTIAR,EKAD,EKADHARMA INTERNATIONAL TBK
